x,y,cluster
10.338264760556216,0.847533060653685,2.0
-8.030169963007346,5.6974805690319235,0.0
10.72808765826904,0.8199785012860177,2.0
-9.06787703268451,6.456351950062689,0.0
-1.9752744232671209,4.798741021511607,1.0
-7.950069649558368,6.313857688658719,0.0
9.185263691410944,-0.02689531876281781,2.0
-1.2924664642268644,5.094345005459218,1.0
-8.386915515325072,6.748967461389298,0.0
9.47365658115339,-0.3512223275732281,2.0
-9.794694684045528,6.026719329863166,0.0
-8.474546521207202,4.194596399725956,0.0
-1.8006579280809625,4.866203894410084,1.0
-8.798016496863006,3.7677237632249145,0.0
9.608066918226854,1.550543508284739,2.0
-0.46295420029132506,4.91792529440678,1.0
9.085876965700251,0.8012523279907401,2.0
-7.2757229200427895,5.372267655941989,0.0
9.40388503768542,1.2438256022898402,2.0
-8.208254840130058,6.1863971123041805,0.0
-9.8405055750545,4.1558969180185,0.0
-1.0130643168373106,3.870050967862403,1.0
-1.750299605496018,5.8673653480977395,1.0
-7.250170505806332,6.133910399530022,0.0
-0.8427472133887682,4.013725740204026,1.0
-8.783546167149966,7.221633621411183,0.0
-7.801247618806028,5.454386723800413,0.0
10.043495267038827,1.5187267683935621,2.0
-9.428707750327403,4.758362395941994,0.0
-0.7221251049321777,4.573801938428627,1.0
-8.768888987279134,4.073279941977919,0.0
-2.3850503444929023,3.3944007047064506,1.0
9.52005242972435,1.344762816352543,2.0
-1.6485932394255796,4.637081202200104,1.0
-7.634316973046253,5.265196389986278,0.0
-2.873923777802405,6.120339997469102,1.0
-8.01938470265847,4.996106087665121,0.0
8.650080809399894,0.5164250456305327,2.0
-6.944219122655304,5.788217322112048,0.0
9.411501808610677,1.1207212024133286,2.0
8.727685388903897,0.7881397821440224,2.0
9.940157883783744,0.31129800696905785,2.0
-1.5441245562713808,3.7925654469165777,1.0
-8.668033475458893,4.43578271480966,0.0
-8.974177391694264,5.461137235845716,0.0
-8.579735970574333,5.350794772331189,0.0
-0.8507452109763282,5.35913594514609,1.0
9.799881364516688,1.4185320368386882,2.0
7.715643621051086,1.4926421993810217,2.0
9.204875175494418,0.6321707789639058,2.0
10.106053390869812,0.1776808950835841,2.0
-8.549654572872772,6.552844582677501,0.0
10.555503658306312,1.421054556659824,2.0
-0.8409150384679815,4.759055557379698,1.0
10.580079627664762,0.7854064702080787,2.0
-10.125366055017796,5.068648373068846,0.0
-0.36588996340355817,3.8233854113954955,1.0
9.426230450546782,0.5860742620560562,2.0
-1.885479568645208,4.623149715673959,1.0
9.223577182486164,1.5910144728588864,2.0
-7.2711793961873274,5.428189471188245,0.0
9.453560211741014,-0.7499716472172048,2.0
-1.984038662573283,4.364283036544825,1.0
-8.392687024351563,5.800438033246547,0.0
11.030025753690552,0.7766578881818996,2.0
-2.2915284396471147,5.001466504584993,1.0
-1.6145496750257826,4.777612786934544,1.0
10.168318216276937,0.6986657131606543,2.0
-2.2266293822669425,4.0573617784558555,1.0
-8.254266273512885,4.37715621930642,0.0
-9.437210089000642,6.767956346573112,0.0
10.590353086938768,0.2993071633588282,2.0
-2.79339785001823,4.767968183672174,1.0
-1.2140195803496816,4.126048681774031,1.0
-8.141432121082447,4.859540119431719,0.0
9.089586732772219,-0.9279621694174798,2.0
-7.1532744595716755,5.721844273167379,0.0
-8.510143036409373,4.437832885485033,0.0
-1.138567419393835,2.986258859412659,1.0
-8.034838116698193,6.139679036447002,0.0
-1.4384684377722188,5.3796868046940745,1.0
-1.2202242152011087,3.034384563178521,1.0
9.10502555609624,0.429281886212569,2.0
10.585464339946231,0.008965041738488957,2.0
-7.659707807990062,6.078774657537933,0.0
9.823590118434234,0.6308585417952228,2.0
-2.476845488661084,5.076283717062412,1.0
-8.553522718036747,6.958005682199637,0.0
-8.069594713163454,5.389290712648975,0.0
-1.4505216161787537,3.810535489405869,1.0
0.14236866854605823,4.102802122310017,1.0
-8.713989201960986,4.654390170035729,0.0
-1.462202464398755,4.709150238434744,1.0
9.139446464353718,0.9973645548743786,2.0
-2.0942032865826947,3.003362783235963,1.0
9.384194636323251,0.5881152884036329,2.0
-0.09043844586306131,4.594778743582171,1.0
-8.630656062367228,5.125759989711783,0.0
-8.258304908114546,5.178692149281611,0.0
-1.6564983727218412,3.57173364605436,1.0
-8.747527831262346,5.220834523095475,0.0
8.289191474819738,0.9762956762429598,2.0
-0.2667896158894523,5.2537491444891975,1.0
-1.4567017014328651,3.240421719648844,1.0
-2.578532846092601,5.281315504987536,1.0
-7.060905510177389,5.334844843271841,0.0
9.544505126636004,1.2726118372517006,2.0
-1.789088183709013,4.9356797992475885,1.0
-9.012750362421714,5.553681884762233,0.0
-2.0885293775780265,3.819536691473433,1.0
-8.160597657718792,4.443878519201542,0.0
9.953505807271908,0.7455103282555472,2.0
-8.628118580800681,4.175965562435486,0.0
-0.4807339560151918,4.5869562471000975,1.0
9.458262920723499,0.3546075672900924,2.0
-1.3869004247455148,5.027138844442485,1.0
-1.3046003840083444,5.232595722796476,1.0
10.903405766013115,0.2879089162540264,2.0
